ID,Htno,Subcode,Subname,Grade,Credits,
5295,18BQ1A12A8,R1642126,PROJECT,S,10,
5296,18BQ1A12A8,R164212A,CYBER SECURITY,C,3,
5297,18BQ1A12A9,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
5298,18BQ1A12A9,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5299,18BQ1A12A9,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5300,18BQ1A12A9,R1642125,SEMINAR,O,2,
5301,18BQ1A12A9,R1642126,PROJECT,O,10,
5302,18BQ1A12A9,R164212A,CYBER SECURITY,C,3,
5303,18BQ1A12B0,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5304,18BQ1A12B0,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5305,18BQ1A12B0,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5306,18BQ1A12B0,R1642125,SEMINAR,S,2,
5307,18BQ1A12B0,R1642126,PROJECT,S,10,
5308,18BQ1A12B0,R164212A,CYBER SECURITY,C,3,
5309,18BQ1A12B1,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5310,18BQ1A12B1,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
5311,18BQ1A12B1,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5312,18BQ1A12B1,R1642125,SEMINAR,S,2,
5313,18BQ1A12B1,R1642126,PROJECT,O,10,
5314,18BQ1A12B1,R164212A,CYBER SECURITY,C,3,
5315,18BQ1A12B2,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5316,18BQ1A12B2,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5317,18BQ1A12B2,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5318,18BQ1A12B2,R1642125,SEMINAR,O,2,
5319,18BQ1A12B2,R1642126,PROJECT,O,10,
5320,18BQ1A12B2,R164212A,CYBER SECURITY,B,3,
5321,18BQ1A12B3,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
5322,18BQ1A12B3,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5323,18BQ1A12B3,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5324,18BQ1A12B3,R1642125,SEMINAR,S,2,
5325,18BQ1A12B3,R1642126,PROJECT,O,10,
5326,18BQ1A12B3,R164212A,CYBER SECURITY,B,3,
5327,18BQ1A12B4,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5328,18BQ1A12B4,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5329,18BQ1A12B4,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5330,18BQ1A12B4,R1642125,SEMINAR,S,2,
5331,18BQ1A12B4,R1642126,PROJECT,O,10,
5332,18BQ1A12B4,R164212A,CYBER SECURITY,B,3,
5333,18BQ1A12B5,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5334,18BQ1A12B5,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5335,18BQ1A12B5,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5336,18BQ1A12B5,R1642125,SEMINAR,O,2,
5337,18BQ1A12B5,R1642126,PROJECT,O,10,
5338,18BQ1A12B5,R164212A,CYBER SECURITY,C,3,
5339,18BQ1A12B6,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5340,18BQ1A12B6,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5341,18BQ1A12B6,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5342,18BQ1A12B6,R1642125,SEMINAR,O,2,
5343,18BQ1A12B6,R1642126,PROJECT,O,10,
5344,18BQ1A12B6,R164212A,CYBER SECURITY,B,3,
5345,18BQ1A12B7,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5346,18BQ1A12B7,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5347,18BQ1A12B7,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5348,18BQ1A12B7,R1642125,SEMINAR,O,2,
5349,18BQ1A12B7,R1642126,PROJECT,O,10,
5350,18BQ1A12B7,R164212A,CYBER SECURITY,B,3,
5351,18BQ1A12B8,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5352,18BQ1A12B8,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5353,18BQ1A12B8,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5354,18BQ1A12B8,R1642125,SEMINAR,S,2,
5355,18BQ1A12B8,R1642126,PROJECT,O,10,
5356,18BQ1A12B8,R164212A,CYBER SECURITY,C,3,
5357,18BQ1A12B9,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5358,18BQ1A12B9,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
5359,18BQ1A12B9,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5360,18BQ1A12B9,R1642125,SEMINAR,O,2,
5361,18BQ1A12B9,R1642126,PROJECT,O,10,
5362,18BQ1A12B9,R164212A,CYBER SECURITY,C,3,
5363,18BQ1A12C0,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
5364,18BQ1A12C0,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5365,18BQ1A12C0,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5366,18BQ1A12C0,R1642125,SEMINAR,O,2,
5367,18BQ1A12C0,R1642126,PROJECT,O,10,
5368,18BQ1A12C0,R164212A,CYBER SECURITY,C,3,
5369,18BQ1A12C1,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5370,18BQ1A12C1,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5371,18BQ1A12C1,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5372,18BQ1A12C1,R1642125,SEMINAR,S,2,
5373,18BQ1A12C1,R1642126,PROJECT,O,10,
5374,18BQ1A12C1,R164212A,CYBER SECURITY,C,3,
5375,18BQ1A12C2,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
5376,18BQ1A12C2,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5377,18BQ1A12C2,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5378,18BQ1A12C2,R1642125,SEMINAR,S,2,
5379,18BQ1A12C2,R1642126,PROJECT,O,10,
5380,18BQ1A12C2,R164212A,CYBER SECURITY,C,3,
5381,18BQ1A12C4,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),A,3,
5382,18BQ1A12C4,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5383,18BQ1A12C4,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5384,18BQ1A12C4,R1642125,SEMINAR,O,2,
5385,18BQ1A12C4,R1642126,PROJECT,O,10,
5386,18BQ1A12C4,R164212A,CYBER SECURITY,B,3,
5387,18BQ1A12C5,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),F,0,
5388,18BQ1A12C5,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5389,18BQ1A12C5,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5390,18BQ1A12C5,R1642125,SEMINAR,O,2,
5391,18BQ1A12C5,R1642126,PROJECT,O,10,
5392,18BQ1A12C5,R164212A,CYBER SECURITY,B,3,
5393,18BQ1A12C6,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5394,18BQ1A12C6,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5395,18BQ1A12C6,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5396,18BQ1A12C6,R1642125,SEMINAR,S,2,
5397,18BQ1A12C6,R1642126,PROJECT,O,10,
5398,18BQ1A12C6,R164212A,CYBER SECURITY,C,3,
5399,18BQ1A12C7,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5400,18BQ1A12C7,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5401,18BQ1A12C7,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5402,18BQ1A12C7,R1642125,SEMINAR,O,2,
5403,18BQ1A12C7,R1642126,PROJECT,O,10,
5404,18BQ1A12C7,R164212A,CYBER SECURITY,D,3,
5405,18BQ1A12C8,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5406,18BQ1A12C8,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5407,18BQ1A12C8,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5408,18BQ1A12C8,R1642125,SEMINAR,A,2,
5409,18BQ1A12C8,R1642126,PROJECT,O,10,
5410,18BQ1A12C8,R164212A,CYBER SECURITY,C,3,
5411,18BQ1A12C9,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),F,0,
5412,18BQ1A12C9,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5413,18BQ1A12C9,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5414,18BQ1A12C9,R1642125,SEMINAR,A,2,
5415,18BQ1A12C9,R1642126,PROJECT,O,10,
5416,18BQ1A12C9,R164212A,CYBER SECURITY,D,3,
5417,18BQ1A12D0,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5418,18BQ1A12D0,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5419,18BQ1A12D0,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5420,18BQ1A12D0,R1642125,SEMINAR,O,2,
5421,18BQ1A12D0,R1642126,PROJECT,O,10,
5422,18BQ1A12D0,R164212A,CYBER SECURITY,C,3,
5423,18BQ1A12D1,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5424,18BQ1A12D1,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),A,3,
5425,18BQ1A12D1,R1642121,MANAGEMENT INFORMATION SYSTEM,S,3,
5426,18BQ1A12D1,R1642125,SEMINAR,S,2,
5427,18BQ1A12D1,R1642126,PROJECT,O,10,
5428,18BQ1A12D1,R164212A,CYBER SECURITY,C,3,
5429,18BQ1A12D2,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5430,18BQ1A12D2,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5431,18BQ1A12D2,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5432,18BQ1A12D2,R1642125,SEMINAR,A,2,
5433,18BQ1A12D2,R1642126,PROJECT,O,10,
5434,18BQ1A12D2,R164212A,CYBER SECURITY,D,3,
5435,18BQ1A12D3,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),F,0,
5436,18BQ1A12D3,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5437,18BQ1A12D3,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5438,18BQ1A12D3,R1642125,SEMINAR,S,2,
5439,18BQ1A12D3,R1642126,PROJECT,O,10,
5440,18BQ1A12D3,R164212A,CYBER SECURITY,B,3,
5441,18BQ1A12D4,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5442,18BQ1A12D4,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5443,18BQ1A12D4,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5444,18BQ1A12D4,R1642125,SEMINAR,A,2,
5445,18BQ1A12D4,R1642126,PROJECT,O,10,
5446,18BQ1A12D4,R164212A,CYBER SECURITY,D,3,
5447,18BQ1A12D5,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),A,3,
5448,18BQ1A12D5,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),A,3,
5449,18BQ1A12D5,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5450,18BQ1A12D5,R1642125,SEMINAR,S,2,
5451,18BQ1A12D5,R1642126,PROJECT,O,10,
5452,18BQ1A12D5,R164212A,CYBER SECURITY,A,3,
5453,18BQ1A12D6,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),A,3,
5454,18BQ1A12D6,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5455,18BQ1A12D6,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5456,18BQ1A12D6,R1642125,SEMINAR,O,2,
5457,18BQ1A12D6,R1642126,PROJECT,O,10,
5458,18BQ1A12D6,R164212A,CYBER SECURITY,C,3,
5459,18BQ1A12D7,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),F,0,
5460,18BQ1A12D7,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5461,18BQ1A12D7,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5462,18BQ1A12D7,R1642125,SEMINAR,A,2,
5463,18BQ1A12D7,R1642126,PROJECT,O,10,
5464,18BQ1A12D7,R164212A,CYBER SECURITY,D,3,
5465,18BQ1A12D8,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5466,18BQ1A12D8,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5467,18BQ1A12D8,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5468,18BQ1A12D8,R1642125,SEMINAR,O,2,
5469,18BQ1A12D8,R1642126,PROJECT,O,10,
5470,18BQ1A12D8,R164212A,CYBER SECURITY,B,3,
5471,18BQ1A12D9,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5472,18BQ1A12D9,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5473,18BQ1A12D9,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5474,18BQ1A12D9,R1642125,SEMINAR,A,2,
5475,18BQ1A12D9,R1642126,PROJECT,O,10,
5476,18BQ1A12D9,R164212A,CYBER SECURITY,C,3,
5477,18BQ1A12E0,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5478,18BQ1A12E0,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5479,18BQ1A12E0,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5480,18BQ1A12E0,R1642125,SEMINAR,S,2,
5481,18BQ1A12E0,R1642126,PROJECT,O,10,
5482,18BQ1A12E0,R164212A,CYBER SECURITY,C,3,
5483,18BQ1A12E1,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
5484,18BQ1A12E1,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5485,18BQ1A12E1,R1642121,MANAGEMENT INFORMATION SYSTEM,D,3,
5486,18BQ1A12E1,R1642125,SEMINAR,S,2,
5487,18BQ1A12E1,R1642126,PROJECT,O,10,
5488,18BQ1A12E1,R164212A,CYBER SECURITY,C,3,
5489,18BQ1A12E2,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5490,18BQ1A12E2,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5491,18BQ1A12E2,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5492,18BQ1A12E2,R1642125,SEMINAR,S,2,
5493,18BQ1A12E2,R1642126,PROJECT,O,10,
5494,18BQ1A12E2,R164212A,CYBER SECURITY,C,3,
5495,18BQ1A12E3,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5496,18BQ1A12E3,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5497,18BQ1A12E3,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5498,18BQ1A12E3,R1642125,SEMINAR,O,2,
5499,18BQ1A12E3,R1642126,PROJECT,O,10,
5500,18BQ1A12E3,R164212A,CYBER SECURITY,C,3,
5501,18BQ1A12E4,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5502,18BQ1A12E4,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
5503,18BQ1A12E4,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5504,18BQ1A12E4,R1642125,SEMINAR,S,2,
5505,18BQ1A12E4,R1642126,PROJECT,O,10,
5506,18BQ1A12E4,R164212A,CYBER SECURITY,D,3,
5507,18BQ1A12E5,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),F,0,
5508,18BQ1A12E5,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5509,18BQ1A12E5,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5510,18BQ1A12E5,R1642125,SEMINAR,O,2,
5511,18BQ1A12E5,R1642126,PROJECT,O,10,
5512,18BQ1A12E5,R164212A,CYBER SECURITY,C,3,
5513,18BQ1A12E6,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5514,18BQ1A12E6,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5515,18BQ1A12E6,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5516,18BQ1A12E6,R1642125,SEMINAR,O,2,
5517,18BQ1A12E6,R1642126,PROJECT,O,10,
5518,18BQ1A12E6,R164212A,CYBER SECURITY,C,3,
5519,18BQ1A12E8,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5520,18BQ1A12E8,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5521,18BQ1A12E8,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5522,18BQ1A12E8,R1642125,SEMINAR,S,2,
5523,18BQ1A12E8,R1642126,PROJECT,O,10,
5524,18BQ1A12E8,R164212A,CYBER SECURITY,C,3,
5525,18BQ1A12F0,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),A,3,
5526,18BQ1A12F0,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),A,3,
5527,18BQ1A12F0,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5528,18BQ1A12F0,R1642125,SEMINAR,O,2,
5529,18BQ1A12F0,R1642126,PROJECT,O,10,
5530,18BQ1A12F0,R164212A,CYBER SECURITY,C,3,
5531,18BQ1A12F1,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5532,18BQ1A12F1,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5533,18BQ1A12F1,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5534,18BQ1A12F1,R1642125,SEMINAR,A,2,
5535,18BQ1A12F1,R1642126,PROJECT,O,10,
5536,18BQ1A12F1,R164212A,CYBER SECURITY,D,3,
5537,18BQ1A12F2,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),ABSENT,0,
5538,18BQ1A12F2,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),ABSENT,0,
5539,18BQ1A12F2,R1642121,MANAGEMENT INFORMATION SYSTEM,ABSENT,0,
5540,18BQ1A12F2,R1642125,SEMINAR,B,2,
5541,18BQ1A12F2,R1642126,PROJECT,ABSENT,0,
5542,18BQ1A12F2,R164212A,CYBER SECURITY,ABSENT,0,
5543,18BQ1A12F3,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5544,18BQ1A12F3,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5545,18BQ1A12F3,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5546,18BQ1A12F3,R1642125,SEMINAR,O,2,
5547,18BQ1A12F3,R1642126,PROJECT,O,10,
5548,18BQ1A12F3,R164212A,CYBER SECURITY,A,3,
5549,18BQ1A12F4,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5550,18BQ1A12F4,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5551,18BQ1A12F4,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5552,18BQ1A12F4,R1642125,SEMINAR,S,2,
5553,18BQ1A12F4,R1642126,PROJECT,O,10,
5554,18BQ1A12F4,R164212A,CYBER SECURITY,B,3,
5555,18BQ1A12F6,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),F,0,
5556,18BQ1A12F6,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5557,18BQ1A12F6,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5558,18BQ1A12F6,R1642125,SEMINAR,S,2,
5559,18BQ1A12F6,R1642126,PROJECT,O,10,
5560,18BQ1A12F6,R164212A,CYBER SECURITY,B,3,
5561,18BQ1A12F7,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),A,3,
5562,18BQ1A12F7,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5563,18BQ1A12F7,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5564,18BQ1A12F7,R1642125,SEMINAR,S,2,
5565,18BQ1A12F7,R1642126,PROJECT,O,10,
5566,18BQ1A12F7,R164212A,CYBER SECURITY,C,3,
5567,18BQ1A12F8,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
5568,18BQ1A12F8,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5569,18BQ1A12F8,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5570,18BQ1A12F8,R1642125,SEMINAR,B,2,
5571,18BQ1A12F8,R1642126,PROJECT,O,10,
5572,18BQ1A12F8,R164212A,CYBER SECURITY,D,3,
5573,18BQ1A12G0,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5574,18BQ1A12G0,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5575,18BQ1A12G0,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5576,18BQ1A12G0,R1642125,SEMINAR,A,2,
5577,18BQ1A12G0,R1642126,PROJECT,O,10,
5578,18BQ1A12G0,R164212A,CYBER SECURITY,B,3,
5579,18BQ1A12G1,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5580,18BQ1A12G1,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5581,18BQ1A12G1,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5582,18BQ1A12G1,R1642125,SEMINAR,S,2,
5583,18BQ1A12G1,R1642126,PROJECT,O,10,
5584,18BQ1A12G1,R164212A,CYBER SECURITY,B,3,
5585,18BQ1A12G2,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),S,3,
5586,18BQ1A12G2,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5587,18BQ1A12G2,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5588,18BQ1A12G2,R1642125,SEMINAR,S,2,
5589,18BQ1A12G2,R1642126,PROJECT,S,10,
5590,18BQ1A12G2,R164212A,CYBER SECURITY,A,3,
5591,18BQ1A12G3,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5592,18BQ1A12G3,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),A,3,
5593,18BQ1A12G3,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5594,18BQ1A12G3,R1642125,SEMINAR,S,2,
5595,18BQ1A12G3,R1642126,PROJECT,O,10,
5596,18BQ1A12G3,R164212A,CYBER SECURITY,B,3,
5597,18BQ1A12G4,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5598,18BQ1A12G4,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5599,18BQ1A12G4,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5600,18BQ1A12G4,R1642125,SEMINAR,B,2,
5601,18BQ1A12G4,R1642126,PROJECT,O,10,
5602,18BQ1A12G4,R164212A,CYBER SECURITY,B,3,
5603,18BQ1A12G5,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
5604,18BQ1A12G5,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5605,18BQ1A12G5,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5606,18BQ1A12G5,R1642125,SEMINAR,A,2,
5607,18BQ1A12G5,R1642126,PROJECT,O,10,
5608,18BQ1A12G5,R164212A,CYBER SECURITY,C,3,
5609,18BQ1A12G6,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5610,18BQ1A12G6,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5611,18BQ1A12G6,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5612,18BQ1A12G6,R1642125,SEMINAR,S,2,
5613,18BQ1A12G6,R1642126,PROJECT,O,10,
5614,18BQ1A12G6,R164212A,CYBER SECURITY,C,3,
5615,18BQ1A12G7,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5616,18BQ1A12G7,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5617,18BQ1A12G7,R1642121,MANAGEMENT INFORMATION SYSTEM,B,3,
5618,18BQ1A12G7,R1642125,SEMINAR,A,2,
5619,18BQ1A12G7,R1642126,PROJECT,O,10,
5620,18BQ1A12G7,R164212A,CYBER SECURITY,C,3,
5621,18BQ1A12G8,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
5622,18BQ1A12G8,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5623,18BQ1A12G8,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5624,18BQ1A12G8,R1642125,SEMINAR,O,2,
5625,18BQ1A12G8,R1642126,PROJECT,O,10,
5626,18BQ1A12G8,R164212A,CYBER SECURITY,A,3,
5627,18BQ1A12G9,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),F,0,
5628,18BQ1A12G9,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
5629,18BQ1A12G9,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5630,18BQ1A12G9,R1642125,SEMINAR,A,2,
5631,18BQ1A12G9,R1642126,PROJECT,S,10,
5632,18BQ1A12G9,R164212A,CYBER SECURITY,C,3,
5633,18BQ1A12H0,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5634,18BQ1A12H0,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
5635,18BQ1A12H0,R1642121,MANAGEMENT INFORMATION SYSTEM,C,3,
5636,18BQ1A12H0,R1642125,SEMINAR,S,2,
5637,18BQ1A12H0,R1642126,PROJECT,O,10,
5638,18BQ1A12H0,R164212A,CYBER SECURITY,C,3,
5639,18BQ1A12H1,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
5640,18BQ1A12H1,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
5641,18BQ1A12H1,R1642121,MANAGEMENT INFORMATION SYSTEM,A,3,
5642,18BQ1A12H1,R1642125,SEMINAR,S,2,
5643,18BQ1A12H1,R1642126,PROJECT,O,10,
