ID,Htno,Subcode,Subname,Grade,Credits,
962,18BQ1A0259,R1642025,SEMINAR,O,2,
963,18BQ1A0259,R1642026,PROJECT,O,10,
964,18BQ1A0259,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
965,18BQ1A0260,R1642021,DIGITAL CONTROL SYSTEMS,F,0,
966,18BQ1A0260,R1642022,HVDC TRANSMISSION,D,3,
967,18BQ1A0260,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,F,0,
968,18BQ1A0260,R1642025,SEMINAR,A,2,
969,18BQ1A0260,R1642026,PROJECT,S,10,
970,18BQ1A0260,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
971,18BQ1A0261,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
972,18BQ1A0261,R1642022,HVDC TRANSMISSION,B,3,
973,18BQ1A0261,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
974,18BQ1A0261,R1642025,SEMINAR,O,2,
975,18BQ1A0261,R1642026,PROJECT,O,10,
976,18BQ1A0261,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
977,18BQ1A0262,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
978,18BQ1A0262,R1642022,HVDC TRANSMISSION,C,3,
979,18BQ1A0262,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
980,18BQ1A0262,R1642025,SEMINAR,S,2,
981,18BQ1A0262,R1642026,PROJECT,S,10,
982,18BQ1A0262,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,F,0,
983,18BQ1A0263,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
984,18BQ1A0263,R1642022,HVDC TRANSMISSION,D,3,
985,18BQ1A0263,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
986,18BQ1A0263,R1642025,SEMINAR,A,2,
987,18BQ1A0263,R1642026,PROJECT,S,10,
988,18BQ1A0263,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
989,18BQ1A0264,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
990,18BQ1A0264,R1642022,HVDC TRANSMISSION,B,3,
991,18BQ1A0264,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
992,18BQ1A0264,R1642025,SEMINAR,O,2,
993,18BQ1A0264,R1642026,PROJECT,O,10,
994,18BQ1A0264,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
995,18BQ1A0265,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
996,18BQ1A0265,R1642022,HVDC TRANSMISSION,C,3,
997,18BQ1A0265,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
998,18BQ1A0265,R1642025,SEMINAR,S,2,
999,18BQ1A0265,R1642026,PROJECT,O,10,
1000,18BQ1A0265,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,F,0,
1001,18BQ1A0266,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1002,18BQ1A0266,R1642022,HVDC TRANSMISSION,A,3,
1003,18BQ1A0266,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1004,18BQ1A0266,R1642025,SEMINAR,O,2,
1005,18BQ1A0266,R1642026,PROJECT,S,10,
1006,18BQ1A0266,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,S,3,
1007,18BQ1A0267,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1008,18BQ1A0267,R1642022,HVDC TRANSMISSION,B,3,
1009,18BQ1A0267,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1010,18BQ1A0267,R1642025,SEMINAR,O,2,
1011,18BQ1A0267,R1642026,PROJECT,S,10,
1012,18BQ1A0267,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1013,18BQ1A0268,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1014,18BQ1A0268,R1642022,HVDC TRANSMISSION,D,3,
1015,18BQ1A0268,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,F,0,
1016,18BQ1A0268,R1642025,SEMINAR,A,2,
1017,18BQ1A0268,R1642026,PROJECT,S,10,
1018,18BQ1A0268,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1019,18BQ1A0269,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1020,18BQ1A0269,R1642022,HVDC TRANSMISSION,C,3,
1021,18BQ1A0269,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1022,18BQ1A0269,R1642025,SEMINAR,O,2,
1023,18BQ1A0269,R1642026,PROJECT,S,10,
1024,18BQ1A0269,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,D,3,
1025,18BQ1A0270,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1026,18BQ1A0270,R1642022,HVDC TRANSMISSION,S,3,
1027,18BQ1A0270,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,S,3,
1028,18BQ1A0270,R1642025,SEMINAR,O,2,
1029,18BQ1A0270,R1642026,PROJECT,O,10,
1030,18BQ1A0270,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,O,3,
1031,18BQ1A0271,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1032,18BQ1A0271,R1642022,HVDC TRANSMISSION,C,3,
1033,18BQ1A0271,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1034,18BQ1A0271,R1642025,SEMINAR,A,2,
1035,18BQ1A0271,R1642026,PROJECT,O,10,
1036,18BQ1A0271,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1037,18BQ1A0272,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1038,18BQ1A0272,R1642022,HVDC TRANSMISSION,A,3,
1039,18BQ1A0272,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1040,18BQ1A0272,R1642025,SEMINAR,A,2,
1041,18BQ1A0272,R1642026,PROJECT,S,10,
1042,18BQ1A0272,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1043,18BQ1A0273,R1642021,DIGITAL CONTROL SYSTEMS,F,0,
1044,18BQ1A0273,R1642022,HVDC TRANSMISSION,A,3,
1045,18BQ1A0273,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1046,18BQ1A0273,R1642025,SEMINAR,S,2,
1047,18BQ1A0273,R1642026,PROJECT,S,10,
1048,18BQ1A0273,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1049,18BQ1A0274,R1642021,DIGITAL CONTROL SYSTEMS,F,0,
1050,18BQ1A0274,R1642022,HVDC TRANSMISSION,F,0,
1051,18BQ1A0274,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1052,18BQ1A0274,R1642025,SEMINAR,C,2,
1053,18BQ1A0274,R1642026,PROJECT,A,10,
1054,18BQ1A0274,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,F,0,
1055,18BQ1A0275,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1056,18BQ1A0275,R1642022,HVDC TRANSMISSION,B,3,
1057,18BQ1A0275,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1058,18BQ1A0275,R1642025,SEMINAR,O,2,
1059,18BQ1A0275,R1642026,PROJECT,O,10,
1060,18BQ1A0275,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1061,18BQ1A0276,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1062,18BQ1A0276,R1642022,HVDC TRANSMISSION,O,3,
1063,18BQ1A0276,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1064,18BQ1A0276,R1642025,SEMINAR,O,2,
1065,18BQ1A0276,R1642026,PROJECT,O,10,
1066,18BQ1A0276,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1067,18BQ1A0277,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1068,18BQ1A0277,R1642022,HVDC TRANSMISSION,D,3,
1069,18BQ1A0277,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1070,18BQ1A0277,R1642025,SEMINAR,A,2,
1071,18BQ1A0277,R1642026,PROJECT,A,10,
1072,18BQ1A0277,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1073,18BQ1A0278,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1074,18BQ1A0278,R1642022,HVDC TRANSMISSION,A,3,
1075,18BQ1A0278,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
1076,18BQ1A0278,R1642025,SEMINAR,O,2,
1077,18BQ1A0278,R1642026,PROJECT,O,10,
1078,18BQ1A0278,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,S,3,
1079,18BQ1A0279,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1080,18BQ1A0279,R1642022,HVDC TRANSMISSION,C,3,
1081,18BQ1A0279,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1082,18BQ1A0279,R1642025,SEMINAR,O,2,
1083,18BQ1A0279,R1642026,PROJECT,S,10,
1084,18BQ1A0279,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1085,18BQ1A0280,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1086,18BQ1A0280,R1642022,HVDC TRANSMISSION,A,3,
1087,18BQ1A0280,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1088,18BQ1A0280,R1642025,SEMINAR,O,2,
1089,18BQ1A0280,R1642026,PROJECT,O,10,
1090,18BQ1A0280,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1091,18BQ1A0281,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1092,18BQ1A0281,R1642022,HVDC TRANSMISSION,B,3,
1093,18BQ1A0281,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1094,18BQ1A0281,R1642025,SEMINAR,S,2,
1095,18BQ1A0281,R1642026,PROJECT,O,10,
1096,18BQ1A0281,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1097,18BQ1A0282,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1098,18BQ1A0282,R1642022,HVDC TRANSMISSION,B,3,
1099,18BQ1A0282,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,S,3,
1100,18BQ1A0282,R1642025,SEMINAR,O,2,
1101,18BQ1A0282,R1642026,PROJECT,O,10,
1102,18BQ1A0282,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,S,3,
1103,18BQ1A0283,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1104,18BQ1A0283,R1642022,HVDC TRANSMISSION,C,3,
1105,18BQ1A0283,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1106,18BQ1A0283,R1642025,SEMINAR,O,2,
1107,18BQ1A0283,R1642026,PROJECT,O,10,
1108,18BQ1A0283,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1109,18BQ1A0284,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1110,18BQ1A0284,R1642022,HVDC TRANSMISSION,B,3,
1111,18BQ1A0284,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1112,18BQ1A0284,R1642025,SEMINAR,O,2,
1113,18BQ1A0284,R1642026,PROJECT,S,10,
1114,18BQ1A0284,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1115,18BQ1A0285,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1116,18BQ1A0285,R1642022,HVDC TRANSMISSION,B,3,
1117,18BQ1A0285,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1118,18BQ1A0285,R1642025,SEMINAR,O,2,
1119,18BQ1A0285,R1642026,PROJECT,O,10,
1120,18BQ1A0285,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1121,18BQ1A0286,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1122,18BQ1A0286,R1642022,HVDC TRANSMISSION,S,3,
1123,18BQ1A0286,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1124,18BQ1A0286,R1642025,SEMINAR,O,2,
1125,18BQ1A0286,R1642026,PROJECT,S,10,
1126,18BQ1A0286,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1127,18BQ1A0287,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1128,18BQ1A0287,R1642022,HVDC TRANSMISSION,C,3,
1129,18BQ1A0287,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1130,18BQ1A0287,R1642025,SEMINAR,S,2,
1131,18BQ1A0287,R1642026,PROJECT,S,10,
1132,18BQ1A0287,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1133,18BQ1A0288,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
1134,18BQ1A0288,R1642022,HVDC TRANSMISSION,B,3,
1135,18BQ1A0288,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1136,18BQ1A0288,R1642025,SEMINAR,O,2,
1137,18BQ1A0288,R1642026,PROJECT,S,10,
1138,18BQ1A0288,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1139,18BQ1A0289,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1140,18BQ1A0289,R1642022,HVDC TRANSMISSION,B,3,
1141,18BQ1A0289,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1142,18BQ1A0289,R1642025,SEMINAR,C,2,
1143,18BQ1A0289,R1642026,PROJECT,S,10,
1144,18BQ1A0289,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1145,18BQ1A0290,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1146,18BQ1A0290,R1642022,HVDC TRANSMISSION,O,3,
1147,18BQ1A0290,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
1148,18BQ1A0290,R1642025,SEMINAR,S,2,
1149,18BQ1A0290,R1642026,PROJECT,O,10,
1150,18BQ1A0290,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,S,3,
1151,18BQ1A0291,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1152,18BQ1A0291,R1642022,HVDC TRANSMISSION,B,3,
1153,18BQ1A0291,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1154,18BQ1A0291,R1642025,SEMINAR,S,2,
1155,18BQ1A0291,R1642026,PROJECT,S,10,
1156,18BQ1A0291,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1157,18BQ1A0292,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1158,18BQ1A0292,R1642022,HVDC TRANSMISSION,A,3,
1159,18BQ1A0292,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1160,18BQ1A0292,R1642025,SEMINAR,S,2,
1161,18BQ1A0292,R1642026,PROJECT,O,10,
1162,18BQ1A0292,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1163,18BQ1A0293,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1164,18BQ1A0293,R1642022,HVDC TRANSMISSION,C,3,
1165,18BQ1A0293,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1166,18BQ1A0293,R1642025,SEMINAR,O,2,
1167,18BQ1A0293,R1642026,PROJECT,O,10,
1168,18BQ1A0293,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1169,18BQ1A0294,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1170,18BQ1A0294,R1642022,HVDC TRANSMISSION,C,3,
1171,18BQ1A0294,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1172,18BQ1A0294,R1642025,SEMINAR,O,2,
1173,18BQ1A0294,R1642026,PROJECT,S,10,
1174,18BQ1A0294,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,D,3,
1175,18BQ1A0295,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1176,18BQ1A0295,R1642022,HVDC TRANSMISSION,B,3,
1177,18BQ1A0295,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1178,18BQ1A0295,R1642025,SEMINAR,S,2,
1179,18BQ1A0295,R1642026,PROJECT,S,10,
1180,18BQ1A0295,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1181,18BQ1A0296,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1182,18BQ1A0296,R1642022,HVDC TRANSMISSION,S,3,
1183,18BQ1A0296,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1184,18BQ1A0296,R1642025,SEMINAR,O,2,
1185,18BQ1A0296,R1642026,PROJECT,O,10,
1186,18BQ1A0296,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,S,3,
1187,18BQ1A0297,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1188,18BQ1A0297,R1642022,HVDC TRANSMISSION,C,3,
1189,18BQ1A0297,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,F,0,
1190,18BQ1A0297,R1642025,SEMINAR,S,2,
1191,18BQ1A0297,R1642026,PROJECT,S,10,
1192,18BQ1A0297,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1193,18BQ1A0298,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1194,18BQ1A0298,R1642022,HVDC TRANSMISSION,B,3,
1195,18BQ1A0298,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1196,18BQ1A0298,R1642025,SEMINAR,B,2,
1197,18BQ1A0298,R1642026,PROJECT,S,10,
1198,18BQ1A0298,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,F,0,
1199,18BQ1A0299,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1200,18BQ1A0299,R1642022,HVDC TRANSMISSION,B,3,
1201,18BQ1A0299,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1202,18BQ1A0299,R1642025,SEMINAR,O,2,
1203,18BQ1A0299,R1642026,PROJECT,S,10,
1204,18BQ1A0299,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1205,18BQ1A02A0,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
1206,18BQ1A02A0,R1642022,HVDC TRANSMISSION,C,3,
1207,18BQ1A02A0,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,F,0,
1208,18BQ1A02A0,R1642025,SEMINAR,S,2,
1209,18BQ1A02A0,R1642026,PROJECT,S,10,
1210,18BQ1A02A0,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,D,3,
1211,18BQ1A02A1,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1212,18BQ1A02A1,R1642022,HVDC TRANSMISSION,C,3,
1213,18BQ1A02A1,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1214,18BQ1A02A1,R1642025,SEMINAR,A,2,
1215,18BQ1A02A1,R1642026,PROJECT,A,10,
1216,18BQ1A02A1,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1217,18BQ1A02A2,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1218,18BQ1A02A2,R1642022,HVDC TRANSMISSION,C,3,
1219,18BQ1A02A2,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1220,18BQ1A02A2,R1642025,SEMINAR,A,2,
1221,18BQ1A02A2,R1642026,PROJECT,S,10,
1222,18BQ1A02A2,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1223,18BQ1A02A3,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
1224,18BQ1A02A3,R1642022,HVDC TRANSMISSION,C,3,
1225,18BQ1A02A3,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1226,18BQ1A02A3,R1642025,SEMINAR,A,2,
1227,18BQ1A02A3,R1642026,PROJECT,S,10,
1228,18BQ1A02A3,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1229,18BQ1A02A4,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1230,18BQ1A02A4,R1642022,HVDC TRANSMISSION,B,3,
1231,18BQ1A02A4,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1232,18BQ1A02A4,R1642025,SEMINAR,O,2,
1233,18BQ1A02A4,R1642026,PROJECT,O,10,
1234,18BQ1A02A4,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1235,18BQ1A02A5,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1236,18BQ1A02A5,R1642022,HVDC TRANSMISSION,B,3,
1237,18BQ1A02A5,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
1238,18BQ1A02A5,R1642025,SEMINAR,O,2,
1239,18BQ1A02A5,R1642026,PROJECT,S,10,
1240,18BQ1A02A5,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1241,18BQ1A02A7,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1242,18BQ1A02A7,R1642022,HVDC TRANSMISSION,A,3,
1243,18BQ1A02A7,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1244,18BQ1A02A7,R1642025,SEMINAR,A,2,
1245,18BQ1A02A7,R1642026,PROJECT,S,10,
1246,18BQ1A02A7,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1247,18BQ1A02A8,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
1248,18BQ1A02A8,R1642022,HVDC TRANSMISSION,F,0,
1249,18BQ1A02A8,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1250,18BQ1A02A8,R1642025,SEMINAR,S,2,
1251,18BQ1A02A8,R1642026,PROJECT,S,10,
1252,18BQ1A02A8,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1253,18BQ1A02A9,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1254,18BQ1A02A9,R1642022,HVDC TRANSMISSION,S,3,
1255,18BQ1A02A9,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1256,18BQ1A02A9,R1642025,SEMINAR,O,2,
1257,18BQ1A02A9,R1642026,PROJECT,O,10,
1258,18BQ1A02A9,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1259,18BQ1A02B0,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1260,18BQ1A02B0,R1642022,HVDC TRANSMISSION,A,3,
1261,18BQ1A02B0,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
1262,18BQ1A02B0,R1642025,SEMINAR,S,2,
1263,18BQ1A02B0,R1642026,PROJECT,S,10,
1264,18BQ1A02B0,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1265,18BQ1A02B1,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1266,18BQ1A02B1,R1642022,HVDC TRANSMISSION,O,3,
1267,18BQ1A02B1,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
1268,18BQ1A02B1,R1642025,SEMINAR,S,2,
1269,18BQ1A02B1,R1642026,PROJECT,S,10,
1270,18BQ1A02B1,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,F,0,
1271,18BQ1A02B2,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1272,18BQ1A02B2,R1642022,HVDC TRANSMISSION,B,3,
1273,18BQ1A02B2,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1274,18BQ1A02B2,R1642025,SEMINAR,A,2,
1275,18BQ1A02B2,R1642026,PROJECT,A,10,
1276,18BQ1A02B2,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1277,18BQ1A02B3,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1278,18BQ1A02B3,R1642022,HVDC TRANSMISSION,O,3,
1279,18BQ1A02B3,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1280,18BQ1A02B3,R1642025,SEMINAR,O,2,
1281,18BQ1A02B3,R1642026,PROJECT,O,10,
1282,18BQ1A02B3,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1283,18BQ1A02B4,R1642021,DIGITAL CONTROL SYSTEMS,F,0,
1284,18BQ1A02B4,R1642022,HVDC TRANSMISSION,D,3,
1285,18BQ1A02B4,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1286,18BQ1A02B4,R1642025,SEMINAR,C,2,
1287,18BQ1A02B4,R1642026,PROJECT,B,10,
1288,18BQ1A02B4,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,D,3,
1289,18BQ1A02B5,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1290,18BQ1A02B5,R1642022,HVDC TRANSMISSION,S,3,
1291,18BQ1A02B5,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1292,18BQ1A02B5,R1642025,SEMINAR,S,2,
1293,18BQ1A02B5,R1642026,PROJECT,S,10,
1294,18BQ1A02B5,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,D,3,
1295,18BQ1A02B6,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1296,18BQ1A02B6,R1642022,HVDC TRANSMISSION,C,3,
1297,18BQ1A02B6,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1298,18BQ1A02B6,R1642025,SEMINAR,O,2,
1299,18BQ1A02B6,R1642026,PROJECT,O,10,
1300,18BQ1A02B6,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1301,18BQ1A02B7,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1302,18BQ1A02B7,R1642022,HVDC TRANSMISSION,C,3,
1303,18BQ1A02B7,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1304,18BQ1A02B7,R1642025,SEMINAR,O,2,
1305,18BQ1A02B7,R1642026,PROJECT,O,10,
1306,18BQ1A02B7,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1307,18BQ1A02B8,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1308,18BQ1A02B8,R1642022,HVDC TRANSMISSION,A,3,
1309,18BQ1A02B8,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1310,18BQ1A02B8,R1642025,SEMINAR,B,2,
1311,18BQ1A02B8,R1642026,PROJECT,A,10,
1312,18BQ1A02B8,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1313,18BQ1A02B9,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1314,18BQ1A02B9,R1642022,HVDC TRANSMISSION,B,3,
1315,18BQ1A02B9,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1316,18BQ1A02B9,R1642025,SEMINAR,A,2,
1317,18BQ1A02B9,R1642026,PROJECT,A,10,
1318,18BQ1A02B9,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1319,18BQ1A02C0,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1320,18BQ1A02C0,R1642022,HVDC TRANSMISSION,B,3,
